Company_ID,Revenue_Million,Profit_Before_Tax_Million,Statutory_Tax_Rate,Effective_Tax_Rate,Offshore_Transactions_Million,Ownership_Concentration_Percent,Internal_Control_Score,Audit_Likelihood,Audit_Outcome,History_Fines_Million,Offshore_Subsidiaries,Aggressive_Tax_Planning_Score,Tax_Rate_Deviation,Tax_Risk_Label
C0017,696.1506638996728,136.97729984734087,20,12.143745297619962,18.654105595460905,59.38578837699164,4,0.8956692126378931,Clean,0,3,0.42839534892565867,7.856254702380038,High
C0018,1094.2741997785822,150.33219213991072,20,33.15342921231223,18.53993251920667,53.532850797222956,4,0.7897120092105491,Clean,20,1,0.07400457569950247,13.153429212312233,High
C0019,727.5927773436367,186.54849451321684,30,10.132579005714861,35.10756510675283,27.3188120705717,2,0.19526693519105398,Qualified,1,2,0.5293659874977611,19.86742099428514,High
C0020,576.3088895994126,162.23275378422983,30,8.397303549194596,11.067788733374526,62.874265496795836,5,0.5996863142280594,Clean,5,1,0.6473468584557034,21.602696450805404,High
C0021,1439.6946306764662,41.65601516993698,25,22.105616473994132,6.443998481142602,71.65671841770569,2,0.332173459531357,Clean,0,1,0.27558246415775856,2.8943835260058677,Low
C0022,932.2671098540393,259.8328204894027,20,30.855314698844897,6.158645771440798,73.70948107375537,4,0.009205667390642991,Clean,0,0,0.8003404076738423,10.855314698844897,Medium
C0023,1020.2584614063771,114.18055794081548,20,19.313294530817785,15.365704152919397,83.37612317836991,2,0.20022093578866607,Clean,1,3,0.6697758460373637,0.6867054691822148,Low
C0024,572.5755441359629,219.13974912889196,25,34.83692770053574,11.925789529683069,48.662951932214405,4,0.11322064993344927,Clean,0,2,0.6503411692644334,9.836927700535739,Medium
C0025,836.6851826424452,365.9266135799979,30,25.375150986139786,11.600683619690752,86.71509380354959,5,0.8427191235394685,Clean,0,2,0.4208249528677942,4.624849013860214,Medium
C0026,1033.2767769129598,126.44923267308613,20,7.222247216313432,1.9112256865420962,80.58005835578803,1,0.258506252147812,Clean,0,0,0.9619153014112878,12.777752783686568,High
C0027,654.7019267733092,10.0,25,34.78496395045926,25.359828550646675,40.755109971675736,1,0.2846979688875555,Clean,0,3,0.27418916794924764,9.784963950459257,Medium
C0028,1112.7094055037016,177.11966224959113,20,17.236827103405712,4.809270801724361,31.149812614462093,2,0.9599365717988843,Qualified,0,2,0.5777055010154526,2.7631728965942877,Medium
C0029,819.8083930243586,288.0767707998857,30,13.622076015364476,4.386856420196865,50.477257728960936,4,0.37908672304885216,Clean,0,3,0.3090551574726176,16.377923984635522,Medium
C0030,912.491875062017,356.6677963376475,25,21.736375507336568,10.646376474935884,48.13290955691767,1,0.009585640144394558,Clean,0,2,0.744804752971554,3.263624492663432,Low
C0031,819.4880163311809,101.63603244380666,25,14.12922775462593,5.169672958246676,60.3003513731843,4,0.28384614834613653,Clean,1,5,0.04779148387012144,10.87077224537407,Low
C0032,1555.6834553526814,239.73593785892174,25,7.59372521360457,17.534587463213192,60.83703626294236,5,0.11929958060181245,Clean,0,3,0.04589386787504923,17.40627478639543,Medium
C0033,995.9508325786198,162.77516345759574,25,5.042850292375301,9.287218444769263,72.49908890659827,2,0.10280856173585395,Qualified,0,0,0.8108609695187914,19.957149707624698,High
C0034,682.6867213132299,191.52413165566915,20,18.48750058760787,11.917205391634635,55.69229637439271,4,0.07748729013574951,Clean,5,3,0.43426816106367105,1.5124994123921311,Low
C0035,1246.7634736309567,411.5474677613628,20,30.105902666797768,15.407879943814063,27.337584865853586,2,0.5932594701753773,Clean,0,2,0.3411800546003557,10.105902666797768,High
C0036,633.7469050086934,79.76237372838774,30,22.169455568902297,4.5514549769206045,80.08039348871742,4,0.18934772362985863,Qualified,0,4,0.6075268621753385,7.830544431097703,Low
C0037,1062.6590785014266,220.29917291956588,30,34.97621896830323,3.3861708395075136,41.6835208229631,4,0.36124279404101045,Clean,1,2,0.7018993438689736,4.976218968303229,Low
C0038,412.09896283606736,237.41545374123467,30,13.605399369415998,42.475711772628905,87.99082222146144,5,0.8620177161300168,Clean,10,4,0.2012013468444066,16.394600630584,High
C0039,601.5441853304708,286.8629059951478,25,13.41365194280166,11.37346324694853,28.25020760758391,2,0.42433813979627566,Clean,0,4,0.18543124140473155,11.58634805719834,Medium
C0040,1059.058370760737,207.83865227767163,30,9.792483807018327,10.623750876250455,87.07758205627522,3,0.9156913500516376,Clean,0,2,0.9581507477598815,20.20751619298167,High
C0041,1221.539973998623,224.64404316032818,20,9.921907647960055,0.7252346308848662,26.370826481776188,4,0.49793805339560626,Qualified,1,2,0.5896643063845693,10.078092352039945,High
C0042,1051.4104843569912,168.66811460625672,25,13.555597880301434,13.782159088067347,36.17252965629416,4,0.39883661483975574,Clean,0,3,0.3901164772942681,11.444402119698566,Medium
C0043,965.3055152835278,221.5301552996086,25,28.785201358205814,16.156338822303013,23.26059594605791,1,0.7503889270907016,Clean,1,2,0.8014416946695064,3.785201358205814,Medium
C0044,909.6688913232133,172.54461796020718,25,32.172703719093434,16.366992635675107,69.35792026472964,2,0.0731750987680021,Clean,20,2,0.5251589587779172,7.172703719093434,Low
C0045,556.4434028897717,249.72575118848408,25,34.25261509123044,24.553781111308037,79.52091156002543,3,0.08947838298241739,Clean,10,3,0.24166281037458137,9.252615091230439,Low
C0046,784.0467374815873,170.43117311650929,20,11.968689622893578,3.907694229383436,50.38497572711863,5,0.6519737139229607,Clean,0,3,0.20673530564157383,8.031310377106422,Medium
C0047,861.8083687120637,230.1680315121749,25,31.43892636842275,5.813013066104511,84.99654525297008,3,0.48694071323924826,Clean,0,2,0.3968592661698217,6.438926368422749,Low
C0048,1317.1366678656748,197.65897490520175,30,14.847652678320111,33.29166339918882,61.32093502289197,5,0.7904152503192102,Clean,10,2,0.8598958602598796,15.152347321679889,High
C0049,1103.0854868705385,290.08402006177346,25,8.385216335506533,58.813754877600424,64.10049948125663,3,0.9162708373435314,Clean,0,2,0.06144791604425892,16.614783664493466,High
C0050,471.0879533911798,195.8885021129211,20,31.100747765604968,2.9220934902424944,79.1793441190539,3,0.38836687767154754,Qualified,0,4,0.21852600075476314,11.100747765604968,Medium
C0051,1097.2251908184385,58.15740254344948,20,24.083169039308558,13.76914608505409,40.776014353628725,2,0.5964100265846463,Clean,1,4,0.8931518188525914,4.083169039308558,Medium
C0052,884.475315875105,300.9537200571193,20,9.94192688243185,4.820455036504154,44.7986004929338,1,0.5006966277953099,Clean,0,3,0.1217345689692505,10.05807311756815,Medium
C0053,796.9233999082123,127.54141593099048,20,17.894937725390076,1.2390649084637526,83.4166343436251,3,0.9816106556424329,Clean,0,2,0.6296257182641684,2.1050622746099243,Medium
C0054,1183.5028866522603,147.69869290809442,25,13.61773084631203,7.875771047691591,83.06744472271347,4,0.8310844073565952,Qualified,5,4,0.2135113681210251,11.38226915368797,High
C0055,1309.2998567487853,152.34709647652062,25,27.10383706130591,3.1024009111737993,88.35379433406096,4,0.9117377082773536,Qualified,0,2,0.6058668475118884,2.10383706130591,Medium
C0056,1279.3840357348595,309.9550474536654,25,18.60248691872804,24.752872027325928,83.12868215091697,4,0.2543400875776042,Qualified,0,2,0.3831041668442321,6.39751308127196,Low
C0057,748.2347430332085,29.146062881704353,25,34.67839835319155,15.259611546848591,28.91604252233526,1,0.7725264231625943,Clean,0,6,0.10167689643099187,9.678398353191547,Medium
C0058,907.2362872446356,451.0198826927995,30,6.642349467787854,3.1058309304722673,77.66070002958912,3,0.2654732249976489,Qualified,1,1,0.5824750675541064,23.357650532212148,High
C0059,1099.3790294210692,284.48454472528414,20,15.6504579840874,0.18569113638924756,48.688693467671584,5,0.2087425334283899,Clean,0,0,0.683042747084586,4.349542015912601,Low
C0060,1292.6635381367078,217.8591131303328,25,19.457005013299323,33.02156410673893,89.35609491621565,5,0.9442661596555508,Clean,0,1,0.6802726189658028,5.542994986700677,High
C0061,856.247728646413,195.6084799506971,30,20.094006642449592,3.87641413438923,53.05966750301607,2,0.019304416717866646,Clean,1,1,0.6370344090727096,9.905993357550408,Low
C0062,944.3023070008549,222.84432598861255,20,14.478074671569104,18.639087485223847,58.76852577515544,1,0.9653887036634297,Qualified,5,2,0.5002247809355458,5.521925328430896,High
C0063,668.0995077981916,241.68979427034708,20,26.87720747292704,8.217250351335801,57.084244067975895,3,0.1492618969888062,Qualified,0,0,0.5194726168593257,6.87720747292704,Low
C0064,641.1380127757988,251.61724687600457,30,31.242412204669243,17.61296761062297,42.521592090079444,4,0.8194380817932682,Qualified,5,5,0.6356401098079596,1.2424122046692432,Medium
C0065,1243.7577467182593,244.44835728027587,25,33.16157905933589,7.585821924654183,25.251546222504274,1,0.2759225530681031,Qualified,0,4,0.690259361746641,8.161579059335892,Medium
C0066,1406.8720085712469,207.16645450041992,25,29.152801303985786,1.8190640398718316,82.6955861281343,1,0.3507023274307274,Clean,1,3,0.6548767388313851,4.152801303985786,Low
C0067,978.3969635258999,184.2129263754139,20,30.517405919197984,5.045011832672948,76.18730687684007,3,0.21675771132198496,Clean,0,2,0.5869455649134517,10.517405919197984,Medium
C0068,1301.0598693676072,187.89813730771905,25,21.516359018599864,4.166541352548742,29.766874639176848,2,0.5855140424810796,Clean,0,1,0.1558389848041184,3.4836409814001357,Low
C0069,1108.4908075142903,184.40733757178552,25,29.77664679280444,11.173002422222522,74.3737789945051,2,0.3480955475078741,Qualified,1,2,0.21061653849286177,4.7766467928044385,Low
C0070,806.4640736184627,290.70160774936517,20,14.105117274438566,21.4754932494831,63.8092666235427,2,0.6573930394946632,Clean,0,3,0.26022402103534836,5.894882725561434,Medium
C0071,1108.4186816525241,247.48453778246895,25,16.95436286327643,6.125234196642783,48.64006515423356,4,0.015647317942065975,Qualified,0,4,0.9196616570875022,8.04563713672357,Low
C0072,1461.410969939791,10.0,20,14.50739041455633,0.24286736913700419,37.78148043668939,4,0.06437488351503962,Clean,0,1,0.7593950917969665,5.49260958544367,Low
C0073,989.2521882670145,252.47206212238086,25,19.021620063437762,14.635155950609018,80.18101484515627,3,0.09966115273124865,Clean,1,0,0.5528668195368782,5.978379936562238,Low
C0074,1469.3930967442018,215.57889557750198,20,13.567388487159091,18.615882456472896,69.01317815058371,2,0.41899368531023107,Clean,0,1,0.2520569285440468,6.432611512840909,Low
C0075,214.07646877307673,198.5032994843282,20,33.8483432676334,65.8668663107167,58.34179366283958,3,0.8147961726599761,Clean,0,0,0.11089152324417118,13.848343267633403,High
C0076,1246.5707513125672,168.91852375288914,20,14.385338840170045,17.80616454778655,62.66979737289249,2,0.8881779103783827,Qualified,0,2,0.8987592259799747,5.614661159829955,High
C0077,1026.1141204714513,289.92901759888105,20,7.941336143328195,12.741861990818135,26.37463274575267,1,0.24481074006090076,Clean,0,2,0.892666015822917,12.058663856671805,High
C0078,910.2977948602397,275.8021169698286,30,20.8045149815124,17.038245684908155,53.17438326378343,5,0.574369724239014,Clean,0,0,0.11069559569569154,9.195485018487599,Medium
C0079,1027.5282329606507,138.16978657411127,20,6.7129723533552905,52.59419941359673,33.55902049499914,5,0.7683649926926005,Clean,0,0,0.7972166660964961,13.28702764664471,High
C0080,403.7293256197322,232.56418296996281,25,8.316294989257415,35.24923486807359,34.58685753061778,2,0.2888294299196087,Clean,0,0,0.44664506930991266,16.683705010742585,High
C0081,934.0984336487464,122.26746123669712,20,11.581681675887388,7.801051870225187,66.29127736008067,3,0.4090077367362732,Clean,0,0,0.3239669328305401,8.418318324112612,Medium
C0082,1107.1337714535239,89.63054681688556,25,18.93050749646425,5.416613527100656,83.78793062840018,4,0.5239742026857139,Clean,1,2,0.7391045362087072,6.0694925035357485,Medium
C0083,1443.3682134224548,149.8626220328028,30,17.997527969270838,6.093407529824687,48.26296273348426,2,0.1348748464080477,Qualified,1,3,0.6143295410607306,12.002472030729162,Medium
C0084,844.5189345179058,268.9914777906207,20,28.990755860083734,14.040571662905599,34.542449110853326,2,0.025982293725780314,Clean,5,2,0.7800301075933374,8.990755860083734,Medium
C0085,757.4519191320437,276.25000363008695,30,27.184239616523403,27.255420440474282,65.4122856065658,4,0.15280580931828325,Clean,0,2,0.07432886063293709,2.815760383476597,Low
C0086,849.472886924639,241.04683360778344,20,17.78954881972104,13.992128218234166,80.98309324452225,2,0.6268536212535334,Clean,10,3,0.3185870199574564,2.210451180278959,Low
C0087,1274.6206353106222,258.0076629478398,25,15.011126227268898,1.4040805748686422,72.38231607857435,1,0.07361826153368167,Clean,0,2,0.31931685041673574,9.988873772731102,Low
C0088,1098.6253328979053,241.29426296919667,25,14.494063521844957,25.71672729558887,80.8130061375611,4,0.1896963648501283,Clean,20,3,0.3297530922877655,10.505936478155043,Medium
C0089,841.0719388698883,148.6814723821638,30,28.21985261882027,32.79486311697933,57.55882697075595,1,0.3378538856953037,Clean,0,3,0.5024798726438054,1.7801473811797308,Low
C0090,1153.9802299340067,234.55380357391525,25,6.562172186638092,6.835666533837763,72.63133710584336,5,0.07787006430636634,Clean,0,3,0.28301380308094737,18.437827813361906,Medium
C0091,1029.1232648044122,264.0327620182146,25,5.3846494853181746,21.8203682623164,29.804519155125554,4,0.19169927116163443,Clean,0,2,0.4443836100875197,19.615350514681825,High
C0092,1290.5934971598667,260.34330638508595,20,28.866331757799443,11.123152024141458,44.379223075423404,4,0.9112697889835111,Clean,0,0,0.3677775931154158,8.866331757799443,High
C0093,789.3840718367943,295.1130697179714,20,19.31439127967148,43.986018660369794,47.26844151370657,3,0.01929913222698476,Qualified,5,4,0.7352960480205113,0.6856087203285206,Low
C0094,901.7013560206696,256.6643077760851,30,8.926434156607279,37.31572871710572,55.79070223722242,3,0.6534319241743621,Qualified,1,1,0.6035007956750501,21.07356584339272,High
C0095,882.3675540603527,228.11585660332662,25,12.066978037835039,14.907007177838722,85.03534521797766,4,0.3844089309151849,Clean,20,2,0.6536294323173154,12.933021962164961,High
C0096,560.9455155603644,285.6120190653142,25,32.975118592921476,23.521028250072156,81.2007592155522,5,0.6726487394323711,Clean,1,3,0.21058389408264444,7.975118592921476,Medium
C0097,1088.836083119373,197.87829926007518,25,30.78508926874694,42.9714943496831,29.416784460242916,2,0.5886917203634046,Clean,0,5,0.32550216532688936,5.78508926874694,Medium
C0098,1078.3165816539668,129.45002790178256,25,26.293551506719176,13.692353610924211,32.095275631772424,3,0.22349875435464428,Clean,0,1,0.021165447612074284,1.2935515067191758,Low
C0099,1001.5340369927383,186.9546428844989,30,19.4667569101198,7.515720645165179,45.03483847122379,5,0.8472094875733885,Qualified,20,2,0.10837470729316989,10.533243089880202,Medium
C0100,929.623859987456,140.40778841548408,25,20.60970878574157,28.02135000387706,40.35207061234718,5,0.4919403826093567,Qualified,0,2,0.26505423198888733,4.390291214258429,Low
C0101,575.3887773848758,145.98573800204946,25,34.25733605851876,4.970926098758689,63.03396672093836,3,0.8225360189134717,Clean,1,3,0.06546372130202105,9.25733605851876,Medium
C0102,873.8064031703923,188.4385063427586,30,33.97311331652861,9.837825244043835,83.19432334351814,2,0.4060125361882192,Clean,0,3,0.6026324003547024,3.973113316528611,Low
C0103,897.1856450419691,136.6064063200031,20,11.458071373575027,40.157640079292406,87.36040791708108,3,0.984685553915239,Clean,0,1,0.9981301159238253,8.541928626424973,High
C0104,759.3168192335144,175.36307762887677,20,29.333136989159545,25.777716072238775,65.75220667746586,5,0.7704893585012963,Clean,10,4,0.10081521406538851,9.333136989159545,High
C0105,951.6142865001973,48.51082664369716,25,10.917279985010504,10.34395113789225,78.67114409807607,1,0.9659502051125735,Qualified,0,2,0.8212302126692651,14.082720014989496,High
C0106,1121.2152570443616,217.0634965898351,20,11.406124336518541,4.834922790321474,56.7641540161558,3,0.5143264789098588,Clean,0,3,0.11881624726514717,8.593875663481459,Medium
C0107,1565.855770363159,200.09643802897793,25,25.282791024937303,8.800149430473077,34.58288628020278,5,0.4736911322907005,Clean,0,1,0.6699140187964361,0.28279102493730335,Low
C0108,1052.3733438495517,134.63290951454474,30,17.15003295762645,6.684411648332937,56.72818884654342,3,0.7554538093252579,Clean,1,3,0.6431576030590171,12.84996704237355,High
C0109,1077.2651172168294,252.7396534745924,25,32.9463322131956,3.8738622819821056,58.85578210063558,5,0.8802912630134302,Clean,0,1,0.9027169348111993,7.946332213195603,High
C0110,977.6662252701499,275.00561101012465,25,7.670292046880265,27.19950834690748,71.97202949494897,2,0.964145795865558,Clean,0,1,0.11394561368051237,17.329707953119737,High
C0111,424.36863541028754,71.39521085048207,30,20.34576922428479,5.808914739810833,35.39180927951443,5,0.3245519060324997,Clean,0,1,0.3154444660818978,9.65423077571521,Low
C0112,992.0458373652349,138.98201771470286,25,32.55564591329364,12.108861444100041,45.78172674607122,4,0.7987045738426389,Clean,0,4,0.09077976035468571,7.555645913293638,Medium
C0113,1018.069062982308,138.46861201701614,25,32.123409814385155,9.750629261681787,45.48192284501964,1,0.2106455976355367,Qualified,0,2,0.4073833258044338,7.123409814385155,Low
C0114,1738.9726337455859,124.80775191129082,25,9.695876402472237,80.43383201279264,87.16077170188154,5,0.5455743467454452,Qualified,0,0,0.9115931735574448,15.304123597527763,High
C0115,942.2917105656633,266.3579873545399,30,15.999131002893694,9.921769819367778,51.076147222870325,3,0.17984814840919916,Clean,10,1,0.7815231510618561,14.000868997106306,Medium
C0116,1090.4642027000837,184.49390889817573,25,23.573642001400888,1.6672513736401577,72.85657771087025,3,0.34739736175033886,Qualified,10,4,0.7229001004453192,1.4263579985991122,Low
C0117,989.586469088427,178.83881269515115,25,9.781846543142066,1.8823843422262245,72.55679669621074,5,0.9313583672064593,Clean,0,1,0.533027504862702,15.218153456857934,High
C0118,649.3965887141403,39.69101084745972,30,34.04066516137216,17.86876311753706,38.5880929362269,4,0.14609069977308609,Qualified,1,1,0.8834857423355229,4.040665161372161,Low
C0119,1342.8468443545062,250.8334424167381,25,32.44247986182981,18.294017514223192,60.030878256021246,5,0.6324008951351965,Qualified,0,3,0.44944179824132835,7.44247986182981,Medium
C0120,1225.5799098060322,100.8593284117222,25,10.008505371034076,10.851795793944694,82.60120253230536,2,0.5929542729274033,Clean,0,0,0.14968566710063824,14.991494628965924,High
C0121,1237.309584112914,204.79461042130626,30,8.634663837829564,11.30717417054398,53.26384036198646,4,0.12073835270898647,Qualified,0,1,0.8375852231207792,21.365336162170436,High
C0122,727.1837635615783,222.19015503665534,25,7.562254484247958,1.1088289394723154,86.15822551397822,5,0.32597904376881215,Clean,0,1,0.27963832805172684,17.43774551575204,High
C0123,1420.8382932808297,308.8526876670921,25,32.28330992109893,14.536003278733125,35.01207605269131,1,0.5629815045152657,Clean,0,2,0.05363354102444806,7.283309921098933,Low
C0124,579.4446811623158,95.29436807047104,30,10.808714293863824,14.053426850085895,25.19113740418215,4,0.18717860898849026,Clean,0,2,0.12603803066879138,19.191285706136178,Medium
C0125,1176.0571281400812,10.0,25,17.48854785633064,3.2397771309769734,82.40177112013245,5,0.8006236564128154,Qualified,5,1,0.6090589161941482,7.511452143669359,Medium
C0126,1657.1366877429937,214.7079635802956,25,18.465540969560088,2.1927125099824156,79.33768385735516,1,0.9721565095347499,Qualified,0,2,0.6070819639211725,6.534459030439912,High
C0127,702.8391024607935,344.0408945208683,30,22.970331326407027,2.638025653222651,89.48129131536913,5,0.21475939996247206,Clean,1,1,0.2601831710820345,7.0296686735929725,Low
C0128,830.1106811191685,299.115708235155,30,7.152060312422749,2.130073298108418,67.55754416786982,2,0.18691196479057592,Clean,0,2,0.7271801479459791,22.847939687577252,High
C0129,1029.8954095262923,216.77275322197005,25,11.802758522015479,18.817212061210157,85.56815486670047,3,0.45493507179744463,Clean,0,2,0.7736401553995343,13.197241477984521,High
C0130,848.9573037651403,160.6691051494362,20,32.94471160756778,4.375130079954086,77.88643175588776,5,0.7477652771400322,Adverse,0,4,0.9205026261336182,12.944711607567783,High
C0131,534.8009706801602,264.56980773098485,25,32.25230321805709,5.791815248508042,79.10984331840608,4,0.2816006102352514,Clean,0,1,0.584937498678237,7.2523032180570866,Low
C0132,1020.5688924418082,122.11630402364251,25,28.438719422170767,3.812853085608323,59.83990993179878,5,0.019879908697280402,Qualified,1,4,0.7794233641475729,3.4387194221707666,Low
C0133,681.3088858821685,238.10862154849752,25,5.582037368546463,63.32344012779187,46.76552185416976,5,0.541220628032894,Clean,1,3,0.7530996797716337,19.417962631453538,High
C0134,1142.0777291905545,240.43761273333016,25,14.810203054883063,38.56773650607505,85.41906507802973,5,0.9566005677673076,Clean,0,3,0.2578090484671929,10.189796945116937,High
C0135,724.172729729859,284.8167925999104,25,23.838762060287234,5.240152332617387,50.24820229311261,5,0.39127685540694557,Clean,1,1,0.31022592793765935,1.1612379397127661,Low
C0136,1464.9803215052618,420.7728031128862,25,13.255706353204271,7.9370350137633805,57.717355707476834,4,0.4201345541831004,Adverse,10,3,0.47848239575287144,11.744293646795729,Medium
C0137,765.0240122991289,231.39327737430136,20,32.28760085161332,4.711734001356005,51.22800149876314,4,0.9689017171140379,Clean,1,2,0.019038967529248496,12.28760085161332,High
C0138,903.3815451382973,159.2829099434001,25,24.016683854973255,13.540593738392566,59.537281977213794,5,0.6946076116267283,Qualified,0,2,0.29739777315772353,0.9833161450267447,Low
C0139,1244.055165210901,197.95405502464044,25,7.157201519493368,0.396107408473615,52.9353555294629,3,0.7191719228421252,Clean,1,1,0.47388287334423795,17.84279848050663,High
C0140,630.7407050698134,58.473927608870554,20,32.27016766507109,22.256334447126175,23.35772910056331,5,0.5627020053710676,Clean,0,1,0.10806929528114373,12.270167665071092,High
C0141,1068.237980381239,144.42294951287533,20,33.732999745286676,14.811407880987094,81.74337302053891,4,0.9746092108632416,Qualified,5,0,0.12627588777512544,13.732999745286676,High
C0142,1392.1428262847285,167.2574049509517,25,7.331372551751764,45.781323396632274,51.10756732410388,2,0.6888664844255561,Qualified,0,3,0.46323673573734114,17.668627448248237,High
C0143,517.7550296316317,158.0729281652326,25,20.970807045839447,3.5919298869145426,61.22605539551441,5,0.8950327516051695,Qualified,0,3,0.7309650315859312,4.029192954160553,Medium
C0144,1055.3901575596913,212.18838976269777,20,14.100928466425113,32.603963060146434,29.74314619305909,5,0.6993788657332212,Clean,0,3,0.8337489309206831,5.899071533574887,Medium
C0145,1077.964838274527,134.20640540942395,30,16.78517229444207,31.40059572790458,20.23714935878474,5,0.735115824840396,Clean,0,1,0.5463138975047486,13.21482770555793,High
C0146,1234.5468615331931,289.68245338595773,25,10.389536538660256,2.7205458493844734,37.17030655505501,5,0.2904109221422465,Clean,10,1,0.4747489875467311,14.610463461339744,Medium
C0147,628.9147867365755,200.01656519345576,30,22.342163060372375,10.168544183399472,69.32102224933452,1,0.303478698013819,Clean,0,1,0.3842805684597552,7.657836939627625,Low
C0148,603.863016074717,199.25597430891085,25,33.73938059746672,3.730270001949683,26.943617107901503,5,0.7829846495760292,Adverse,0,6,0.19294899243760621,8.73938059746672,Medium
C0149,1156.5824696850693,173.76842267896657,25,20.092178008148274,5.879919275782174,83.62212082705275,4,0.2967062891698996,Clean,10,3,0.1465620028143647,4.907821991851726,Low
C0150,1089.095401969956,212.41525470871832,30,7.487437441834435,6.110029308548263,35.051579854932925,4,0.5627700708015316,Clean,0,1,0.7918964516618081,22.512562558165566,High
C0151,1075.147855103763,266.0078611734108,25,23.600040004322253,16.249265546243798,34.3215530004243,1,0.24935231090670196,Clean,0,4,0.4650066322123362,1.3999599956777473,Low
C0152,1103.9344628490926,130.62958274312797,25,15.20668983353771,10.600540316661807,32.705557313504684,5,0.8169833808090694,Clean,0,1,0.7903202454797547,9.79331016646229,High
C0153,795.9925835264528,147.35068087397946,20,30.677755687738934,59.02772664709677,20.978719907995533,3,0.11050135122769,Clean,0,1,0.7040830359006297,10.677755687738934,Medium
C0154,1069.676109148301,175.70191769786683,25,18.040344449494107,2.701969928026824,74.02638279347642,5,0.8294466397616644,Clean,0,2,0.19389591438337883,6.959655550505893,Medium
C0155,1087.9217419896045,92.33032612214281,20,10.785188268267369,72.75774658761935,81.2524171871681,4,0.6027298005076018,Clean,0,0,0.5103072642112257,9.214811731732631,High
C0156,785.6945745920897,134.4593712222802,20,10.733168680734348,5.2438902230988615,62.99138918313392,2,0.18690953482707728,Clean,1,2,0.4440166304226807,9.266831319265652,Medium
C0157,1559.732353343427,161.90233011642727,20,28.062925421634812,29.64500138625988,33.173998717590365,2,0.5420353855061182,Adverse,10,0,0.42387350609069674,8.062925421634812,Medium
C0158,1142.1498762735362,269.9511344570182,20,12.967627949220796,8.279118853923453,39.96945978586158,3,0.28249883684734045,Clean,0,1,0.5425710492038138,7.032372050779204,Medium
C0159,642.6089508392054,221.004906320154,30,28.01700182477669,3.0882468408939374,53.31486881554743,5,0.3234673347304966,Clean,0,3,0.9820819010754379,1.9829981752233117,Low
